Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
A0000131.inf,"=32771,«sdk«\admin
iis_sdk02_files=32771,«sdk«\asp
i","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0000131.inf","2004-08-04 16:00:00 MSD","2008-10-21 04:42:38 MSD","2008-10-21 04:42:38 MSD","2004-08-04 16:00:00 MSD",836490,Allocated,Allocated,unknown,"c4ca5d8745aecdbde8cfdbcc611850f7","13aaba533be7c08317fe7fbc1aadbc05a8ec317dba951d2dc7d382b90f2b0b35",text/plain,inf
xpsp3res.dll,"Sie im Microsoft Platform «SDK« nach ""SeImpersonatePrivilege""","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/0407/xpsp3res.dll","2008-04-13 22:39:19 MSD","2008-10-21 05:01:41 MSD","2008-10-21 05:01:41 MSD","2008-04-13 22:39:19 MSD",663552,Allocated,Allocated,unknown,"735e74672fccd123e50a78aef424da8f","07835f7ac410cbe0f1e673bc27a751ab521722abe799f7a6f611048eaa3016d0",application/x-msdownload,dll
cliegaliases.mof,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/cliegaliases.mof","2004-08-04 16:00:00 MSD","2008-10-21 01:34:52 MSD","2008-10-21 03:01:28 MSD","2008-10-21 01:34:52 MSD",2570538,Allocated,Allocated,unknown,"da3e2f74f7b43ec908caa80c359d6cc9","24fc213accc838ff0fe00614917f2c20b627e62e7654097c19892615e559e38b",text/plain,mof
cli.mof,"Scripting API in the WMI «SDK« help file for more information","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/cli.mof","2004-08-04 16:00:00 MSD","2008-10-21 03:43:10 MSD","2008-10-21 05:00:11 MSD","2008-10-21 03:25:14 MSD",29290,Allocated,Allocated,unknown,"9563b746ad17ad7491aa6ffe0d031674","b6a53c85f3e7775c4afef02b389b17408a342bd8f0e1a2109e1006ec27be3876",text/plain,mof
xpsp3res.dll,""" 
 Microsoft Platform «SDK«.
 Write Property 
: Adm","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/0408/xpsp3res.dll","2008-04-13 22:39:12 MSD","2008-10-21 05:01:41 MSD","2008-10-21 05:01:41 MSD","2008-04-13 22:39:12 MSD",679936,Allocated,Allocated,unknown,"8e6d125cbda0d0960687e22ab15a460d","3bd20210c5d3b7a70df1b3fec6a0ae2ec996739c78668c29a6fe930b49337d3c",application/x-msdownload,dll
THOCR.PSP,"OCR Module for ScanSoft «SDK«
FileVersion
12.0.4518.1014","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MODI/12.0/THOCR.PSP","2006-10-27 01:59:06 MSD","2008-10-28 19:47:20 MSK","2008-10-28 19:47:20 MSK","2006-10-27 01:59:06 MSD",189952,Allocated,Allocated,unknown,"d45e885268ce782598bc627d0798fd6d","1b00ce7fa2d09458cbd4d7235ea1846725d7d73e902085eb280b07176c0133f0",application/x-msdownload,psp
1041.mst,"BMouse
BMemCtlGuestSDK
g «SDK«
BVSS
gWindows 
g OS 
 VSS","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/00005633/1041.mst","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD",53760,Allocated,Allocated,unknown,"31e13eb24f6e0e340b538f7c045ea26e","6a9ae46abe9a341bf0aeefb6edfc3687120d238b177dede407b871abff5f91fe","application/x-ms-installer",mst
normal.js,"Oh/csi/projects/boxely/«sdk«/win/bin/release/service","/img_var1.E01/vol_vol2/Program Files/AIM6/services/toaster/ver4_3_1_1/content/normal.js","2007-02-07 22:45:19 MSK","2008-10-21 19:09:15 MSD","2008-10-21 19:09:15 MSD","2007-02-07 22:45:19 MSK",14623,Allocated,Allocated,unknown,"1060fe7064d03632bc81962f2d7dc335","936b82ab643d6b4a87dbd797f4ca4310b7c8370855e573e1c32d87f6a87aee94",text/javascript,js
cliegali.mof,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/cliegali.mof","2004-08-04 16:00:00 MSD","2008-10-21 03:43:10 MSD","2008-10-21 05:00:19 MSD","2008-10-21 03:25:14 MSD",2570538,Allocated,Allocated,unknown,"da3e2f74f7b43ec908caa80c359d6cc9","24fc213accc838ff0fe00614917f2c20b627e62e7654097c19892615e559e38b",text/plain,mof
2052.mst,"Mouse
MemCtlGuestSDK
 «SDK«
 Windows 
 VSS 
VMXNetVMXNet","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/00005633/2052.mst","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD",34304,Allocated,Allocated,unknown,"4a222d6da440e8366db219e22e69e353","bb78808b3dfb321ff07faafbbf43540e67b7a1d026b698ca0b271e750a51bf41","application/x-ms-installer",mst
xpsp3res.dll,"the Microsoft Platform «SDK«.
Warning:
If you enable","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/xpsp3res.dll","2008-04-13 21:39:26 MSD","2008-10-21 03:43:23 MSD","2008-10-21 05:01:08 MSD","2008-04-13 21:39:26 MSD",689152,Allocated,Allocated,unknown,"1b3b381e1aab46f7b321a46150d890cb","ede49b3fdee9d34c99c9e98132bf5ef5343c721b6e43d039d91d3c7ed23d7f20",application/x-msdownload,dll
framedyn.dll,"d:\xpsprtm\admin\wmi\wbem\«sdk«\framedyn\clsfctry.cpp
C","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/framedyn.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:32:41 MSD","2008-10-21 04:43:05 MSD","2008-10-21 01:34:50 MSD",185856,Unallocated,Allocated,unknown,"05cb782f2c7024aa92b1722a926bbd3a","64bb489eaf4ca4df2b74e5e66355975a75bd50c274b039aee4d47c672299f38d",application/x-msdownload,dll
comres.dll,"partition for the admin «SDK«. The admin «SDK« will use the base","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/comres.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:37:49 MSD","2008-10-21 04:37:49 MSD","2008-10-21 04:37:49 MSD",792064,Allocated,Allocated,unknown,"6728270cb7dbb776ed086f5ac4c82310","84dc201d861ac9c550f9fe2c2d75e6465f254851ba5b43120130c3235bd2e717",application/x-msdownload,dll
comsvcs.dll,"ic\«sdk«\inc\atl30\atlcom.h
D:\QXP_SLP\public\«sdk«\in","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/comsvcs.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:37:48 MSD","2008-10-21 04:37:48 MSD","2008-10-21 04:37:48 MSD",1251840,Allocated,Allocated,unknown,"652603d2a664d9bfc1d5eb0a9faea016","3fca278221bc9ee3f79c1ad50be056a315ca8eac495464ff6a8084771470237d",application/x-msdownload,dll
XFILE.PSP,"Module for the ScanSoft «SDK«
FileVersion
12.0.4518.1014","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MODI/12.0/XFILE.PSP","2006-10-27 01:59:06 MSD","2008-10-28 19:47:19 MSK","2008-10-28 19:47:19 MSK","2006-10-27 01:59:06 MSD",400384,Allocated,Allocated,unknown,"09f81c6105990584f06ef235adc6836a","648f94f34cc4b2244d8cb203f617ac91fb668816231e8fb3af307f301057ef3a",application/x-msdownload,psp
XIMAGE3B.DLL,"Module for the ScanSoft «SDK«
FileVersion
12.0.4518.1014","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MODI/12.0/XIMAGE3B.DLL","2006-10-27 02:05:08 MSD","2008-10-28 19:47:20 MSK","2008-10-28 19:47:20 MSK","2006-10-27 02:05:08 MSD",1181520,Allocated,Allocated,unknown,"e73041ae8d5b79c41e11211f3b101cf9","66daaff94c7f78b3a032e31987dac707d814860edf8fb59dfc49201c0a01fae7",application/x-msdownload,dll
cimwin32.mfl,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/cimwin32.mfl","2004-08-04 16:00:00 MSD","2008-10-21 04:38:41 MSD","2008-10-21 04:38:41 MSD","2008-10-21 04:38:41 MSD",1960400,Allocated,Allocated,unknown,"15434ddfb8de62408f95bfb390aeb3af","9090f960a3383dfe1505cd29c7f221bb613c8803652f94c3327f529d116b85b3",text/plain,mfl
cimwin32.mof,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/cimwin32.mof","2004-08-04 16:00:00 MSD","2008-10-21 04:38:40 MSD","2008-10-21 04:38:40 MSD","2008-10-21 04:38:40 MSD",2774228,Allocated,Allocated,unknown,"f277d79cc21e201d17d385a5ab58bbe9","1fd2bc3386c279234269fca974114c5c6bad5c29f8a33995d94af31af667803b",text/plain,mof
XOCR3.PSP,"OCR Module for ScanSoft «SDK«
FileVersion
12.0.4518.1014","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MODI/12.0/XOCR3.PSP","2006-10-27 01:59:10 MSD","2008-10-28 19:47:20 MSK","2008-10-28 19:47:20 MSK","2006-10-27 01:59:10 MSD",1320448,Allocated,Allocated,unknown,"a7904627adae02f47b7e97c737968e14","6f19a308ebebcc6792d5455a1043d1a309e8f08920cb6adca839eb41fc004ad8",application/x-msdownload,psp
XPAGE3C.DLL,"Management Module for ScanSoft «SDK«
FileVersion
12.0.4518.1014","/img_var1.E01/vol_vol2/Program Files/Common Files/Microsoft Shared/MODI/12.0/XPAGE3C.DLL","2006-10-27 02:05:08 MSD","2008-10-28 19:47:19 MSK","2008-10-28 19:47:19 MSK","2006-10-27 02:05:08 MSD",530760,Allocated,Allocated,unknown,"77a43c87a546ab9f2745ddfe95561258","2643b4f1a66b1131e7b9920d13a3a06680ecbb7baff2801b7c2a5b2579b81f19",application/x-msdownload,dll
xpsp3res.dll,"- Microsoft Platform «SDK«.
: Administrators.
- St","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/040D/xpsp3res.dll","2008-04-13 22:39:28 MSD","2008-10-21 05:01:42 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:28 MSD",620544,Allocated,Allocated,unknown,"880708632035fb36be8e73df0a583987","d222448009cac78ba4ccea71a146cf77d621236570c1e8fa31beef44cac364c2",application/x-msdownload,dll
OBJECTS.DATA,"Please refer to the Platform «SDK« documentation for additional","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/snapshot/Repository/FS/OBJECTS.DATA","2008-10-21 04:07:48 MSD","2008-10-21 04:07:48 MSD","2008-10-21 04:17:20 MSD","2008-10-21 04:17:18 MSD",5120000,Allocated,Allocated,unknown,"4a4e24a8c4fc3ec9a971daca11046925","db7ba4351ffd6f784b4a4693cea25413dafb1077816ad23f28a3aae0223d1be3",application/octet-stream,data
cryptext.dll,"n\command
CERFile
.cer
«sDk«{
mFriendlyTypeName
CLSID\","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/cryptext.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:37:46 MSD","2008-10-21 04:37:46 MSD","2008-10-21 04:37:46 MSD",53760,Allocated,Allocated,unknown,"a6419ee5ffc57b40d52bfaf995d4faa3","f98ccbda27e43ef2a43a194fd2b403c2a41553ec863e8b47b4722fcb2f53fa27",application/x-msdownload,dll
update.exe,"F79E
SVW`
SVW3
u }%
_^][
«Sdk«#SO
Z0Oi
L00/
iN|?
j<j5
_^][","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/bafe7df9cd6d5bd589e4c2f692977647/update/update.exe","2007-11-30 14:20:44 MSK","2008-10-30 05:11:52 MSK","2008-10-30 14:01:54 MSK","2008-10-30 05:11:49 MSK",755576,Allocated,Allocated,unknown,"0ff4e4e0dd01e7872d9c2013560fd4a7","fadc30d8a636762c424ff4f49d528f22d59c46c20c24c5c4b73badb4deb5e8a1",application/x-dosexec,exe
installutil.exe,"reloc
ba##S
i*4\<T
""v`f
\«sdk«
)System.Resources.ResourceReader","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/installutil.exe","2007-06-27 16:54:28 MSD","2008-10-21 03:43:13 MSD","2008-10-21 04:59:53 MSD","2007-06-27 16:54:28 MSD",24576,Allocated,Allocated,unknown,"48cbebce96c12d03208a04a5dd63823a","40e07bb2c110fd3799115766ac748989e91fcc143e736e7069909cc330cbbc01",application/x-msdownload,exe
FrameWork.log,"[d:\xpsprtm\admin\wmi\wbem\«sdk«\framedyn\wbemglue.cpp.2252]","/img_var1.E01/vol_vol2/WINDOWS/system32/wbem/Logs/FrameWork.log","2008-10-30 06:41:39 MSK","2008-10-30 06:41:39 MSK","2008-10-30 06:41:39 MSK","2008-10-21 01:35:28 MSD",17212,Allocated,Allocated,unknown,"bf22240669399bedb656cd20c1241dbc","9daf24cf583cd85aa12ef51b47a2440e3d7c24e26435aff35950042416e70380",text/x-log,log
"_REGISTRY_MACHINE_SOFTWARE","4571EA3}
Windows Media «SDK« HTTP Source Plugin
Inpr","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/snapshot/_REGISTRY_MACHINE_SOFTWARE","2008-10-21 04:17:16 MSD","2008-10-21 04:17:16 MSD","2008-10-21 04:17:16 MSD","2008-10-21 04:17:13 MSD",9052160,Allocated,Allocated,unknown,"3bfad4cf5e6851ef8b33328e4d0fa100","095cfe1dfc664a6a75d1340519c5750a909bb0522661f5f80e7c559e780ce973","application/x.windows-registry",
_REGISTRY_MACHINE_SYSTEM,"Files\VMware\VMware Tools\VSock «SDK«\bin\win32\vsocklib.dll
VMCI","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/snapshot/_REGISTRY_MACHINE_SYSTEM","2008-10-21 04:17:18 MSD","2008-10-21 04:17:18 MSD","2008-10-21 04:17:18 MSD","2008-10-21 04:17:16 MSD",3678208,Allocated,Allocated,unknown,"9ec3abe8d4c636abb4857a14ea7b314a","d9d4d97c2872bf450bc4ee8979a6b85f95ae006c87605e49fe3f7708e2b170a2","application/x.windows-registry",
apph_sp.sdb,"Bluetooth Connection Wizard 
«Sdk« Windows Hr,g@b/e
 http://go","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/apph_sp.sdb","2004-08-04 16:00:00 MSD","2008-10-21 04:33:09 MSD","2008-10-21 04:33:09 MSD","2008-10-21 04:33:09 MSD",759966,Allocated,Allocated,unknown,"cd48585956db48045acc4d86ce88134e","24b9d79b57af1a9a505cd371ec64432e8eb8868f16b2a27093c02bce677e0a0f",application/octet-stream,sdb
apph_sp.sdb.000,"Bluetooth Connection Wizard 
«Sdk« Windows Hr,g@b/e
 http://go","/img_var1.E01/vol_vol2/WINDOWS/$NtServicePackUninstall$/apph_sp.sdb.000","2004-08-04 16:00:00 MSD","2008-10-21 04:40:36 MSD","2008-10-21 04:40:36 MSD","2008-10-21 04:40:35 MSD",759966,Allocated,Allocated,unknown,"cd48585956db48045acc4d86ce88134e","24b9d79b57af1a9a505cd371ec64432e8eb8868f16b2a27093c02bce677e0a0f",application/octet-stream,000
xpsp3res.dll,"sre a Microsoft Platform «SDK« fejlesztQ
eszk
zben.
Vigy","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/040e/xpsp3res.dll","2008-04-13 22:39:28 MSD","2008-10-21 05:01:42 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:28 MSD",645120,Allocated,Allocated,unknown,"7cfe26a4f0c8e196940a6b374075ad4c","4bbf4d21b8451cda4f350da0a9c9d8712eab1f8b7350c85ddb04a2368e602014",application/x-msdownload,dll
flash.ocx,"\remote -I ..\..\..\sorenson\«SDK«\Sorenson -I ..\..\..\so","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/flash.ocx","2004-08-04 16:00:00 MSD","2008-10-21 04:54:03 MSD","2008-10-21 04:54:02 MSD","2008-10-21 03:25:57 MSD",832872,Allocated,Allocated,unknown,"1240074b72b4f6f2d6aee92db1d29aed","b35b628580870ae8b2a5358b672ebd6dd8085819be23be22907b64a923f1fce5",application/x-msdownload,ocx
merlin.acs,"~vt#{
X~6$
QFoQ~
#jn?
	«SdK«
_s<p
`AJT@
DD!Cf-
aj>n
`OKC","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/merlin.acs","2004-08-04 16:00:00 MSD","2008-10-21 03:43:16 MSD","2008-10-21 04:58:39 MSD","2008-10-21 03:26:41 MSD",2180663,Allocated,Allocated,unknown,"3160957024e058e719908b15ff9d8754","a88151f313bea60002c5e5cb8b4d7dc5e2d919ba8fe78db1a4d05279a9ad58d7",application/octet-stream,acs
kernel32.dll,"Consult the Windows Installer «SDK« for detailed command line","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/kernel32.dll","2008-04-14 04:11:56 MSD","2008-10-21 04:55:47 MSD","2008-10-21 04:55:47 MSD","2008-04-14 04:11:56 MSD",989696,Allocated,Allocated,unknown,"c24b983d211c34da8fcc1ac38477971d","f4ce4ae026c4da40619ec7a846eb65747d84c5ed88a77c425f545fffd53f1973",application/x-msdownload,dll
Installed_resources.xss,"y2p?
u8x@
;;^n_
yj}h<
		«sdk«
5(Yr
W\}&	
I78iq
LE{LT
HFM:A","/img_var1.E01/vol_vol2/Documents and Settings/All Users/Application Data/Microsoft/OFFICE/Groove/Installed_resources.xss","2006-10-24 06:34:54 MSD","2008-10-28 19:49:44 MSK","2008-10-28 19:49:44 MSK","2006-10-24 06:34:54 MSD",24870912,Allocated,Allocated,unknown,"0a865096a973942c867224b3440dc3f5","77d45fd11689be82a560c2e4bb10e160bca3fbc649ed3d7dc89606447e6df607",application/octet-stream,xss
xpsp3res.dll,"nel Microsoft Platform «SDK«.
Avviso:
Se si attiva questa","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/0410/xpsp3res.dll","2008-04-13 22:39:28 MSD","2008-10-21 05:01:42 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:28 MSD",658432,Allocated,Allocated,unknown,"9aa76e9a18686965da80fec668966c05","3afa6acf2c8c87bed1d79b27d67e4017eba53ba8ad9d488a726d756ade9f62a9",application/x-msdownload,dll
merlin.acs,"~vt#{
X~6$
QFoQ~
#jn?
	«SdK«
_s<p
`AJT@
DD!Cf-
aj>n
`OKC","/img_var1.E01/vol_vol2/WINDOWS/msagent/chars/merlin.acs","2004-08-04 16:00:00 MSD","2008-10-20 18:31:09 MSD","2008-10-21 03:01:14 MSD","2004-08-04 16:00:00 MSD",2180663,Allocated,Allocated,unknown,"3160957024e058e719908b15ff9d8754","a88151f313bea60002c5e5cb8b4d7dc5e2d919ba8fe78db1a4d05279a9ad58d7",application/octet-stream,acs
A0000167.dll,"Windows Terminal Server «SDK« APIs
FileVersion
5.1.2600","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0000167.dll","2004-08-04 16:00:00 MSD","2008-10-21 04:43:44 MSD","2008-10-21 01:40:50 MSD","2004-08-04 16:00:00 MSD",18432,Allocated,Allocated,unknown,"67f2d109ab373feceb819f420db11f03","7788b54555d5c294ca47a1046d8cd3a13380e5090fafcfebc9388d369db075de",application/x-msdownload,dll
comexp.chm,"the COM+ Administrative «SDK«.








Administering","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/comexp.chm","2004-08-04 16:00:00 MSD","2008-10-21 03:43:10 MSD","2008-10-21 04:55:11 MSD","2008-10-21 03:25:19 MSD",269916,Allocated,Allocated,unknown,"60ff79c5d18315d397fa7eb7399f8d76","ba830708bd79e891663eab71a173ec69d846d9f077beadb85396540122118e88","application/vnd.ms-htmlhelp",chm
xpsp3res.dll,"the Microsoft Platform «SDK«.
Warning:
If you enable","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/xpsp3res.dll","2008-04-13 21:39:26 MSD","2008-10-21 04:57:34 MSD","2008-10-21 04:57:33 MSD","2008-04-13 21:39:26 MSD",689152,Allocated,Allocated,unknown,"1b3b381e1aab46f7b321a46150d890cb","ede49b3fdee9d34c99c9e98132bf5ef5343c721b6e43d039d91d3c7ed23d7f20",application/x-msdownload,dll
xpsp3res.dll,"0}k0d0D0f0o0
0Microsoft 
0 («SDK«) g0 ""SeImpersonatePrivilege""","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/0411/xpsp3res.dll","2008-04-13 22:39:49 MSD","2008-10-21 05:01:42 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:49 MSD",412672,Allocated,Allocated,unknown,"c9124ceb18ad0a9a2164cf1033b1a814","04b91843f6ba67f621fb0e061d026cdf289e970522cef85a3e9e78f22f97072e",application/x-msdownload,dll
"VMware Tools.msi","rofileUSERPROFILEVASST-«SDK«|VAssert SDKVASSERT_SDKV","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/00005633/VMware Tools.msi","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD","2008-10-21 01:58:51 MSD",7247360,Allocated,Allocated,unknown,"02b7f549f82cfa6b84ce2d9f9de63a6a","0e231e59f5c9d1fdd39f10a967cb09ff9d770857c3ffdd77e335db311a0b1171","application/x-ms-installer",msi
"VMware Tools64.msi","rofileUSERPROFILEVASST-«SDK«|VAssert SDKVASSERT_SDKV","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/00005633/VMware Tools64.msi","2008-10-21 01:58:55 MSD","2008-10-21 01:58:55 MSD","2008-10-21 01:58:55 MSD","2008-10-21 01:58:51 MSD",13353472,Allocated,Allocated,unknown,"be2855fcbf8b8c3aabe377b152956197","49e48d21050d7a09c9823e654e99c2002db5a106ba82bea5ced19fc2dc51b3df","application/x-ms-installer",msi
en-US.jar,"%3$S is an
##      LDAP «SDK« error message from chro","/img_var1.E01/vol_vol2/Program Files/Mozilla Thunderbird/chrome/en-US.jar","2008-09-15 09:01:09 MSD","2008-10-21 19:11:22 MSD","2008-10-30 05:53:16 MSK","2008-10-21 19:11:32 MSD",837445,Allocated,Allocated,unknown,"33d7f6d6b511be7cf6750d99c9e5ccb6","d8b6157738638e8968219cd0f12cd230f2eec40b290b8fa939804bc290c41612",application/java-archive,jar
A0003152.dll,"%0
A new version of the «SDK« is needed to play the requested","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003152.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:01:50 MSD","2008-10-21 01:40:21 MSD","2004-08-04 16:00:00 MSD",168448,Allocated,Allocated,unknown,"cf96b1f83c77bc4306262822b8fa828c","6e10fd7a4dde5ecc1c359b8e0f31edce93f8ec178ec71d536054caac408db766",application/x-msdownload,dll
sipXtapi.dll,"KeepAliveRemove
SIPxua «SDK« %s.%s %s (built %s %s)
2","/img_var1.E01/vol_vol2/Program Files/AIM6/sipXtapi.dll","2008-05-15 21:20:58 MSD","2008-10-21 19:09:16 MSD","2008-10-30 10:50:53 MSK","2008-05-15 21:20:58 MSD",2916352,Allocated,Allocated,unknown,"ae98b9b56de19b8062162a4009cb812a","59c0dd98fa2e4c928c39da288a4c73a0b071a70f5d1fdf9236f6bf153b6cd15d",application/x-msdownload,dll
system.adm,"Software Development Kit («SDK«).\n\nNote: Extended error","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/system.adm","2006-12-31 04:55:54 MSK","2008-10-21 04:59:35 MSD","2008-10-21 04:59:35 MSD","2006-12-31 04:55:54 MSK",1745720,Allocated,Allocated,unknown,"fc8dd4de491635bebef4b0e566bdcece","caa0ed0a1ce920cd229dfb26281fd7aaae49bdc527a9e227d1c9302a2af586da",text/plain,adm
instmsiw.exe,"u@kQE\
#_#\
Lf[W
8<dp1k
«Sdk«?
ZYJD
nsO4
kJ4M
yL}.K|
ix@c","/img_var1.E01/vol_vol2/Documents and Settings/Administrator/Local Settings/Temp/00005633/instmsiw.exe","2008-10-21 01:58:55 MSD","2008-10-21 01:58:55 MSD","2008-10-21 01:58:55 MSD","2008-10-21 01:58:55 MSD",2585872,Allocated,Allocated,unknown,"342f79337765760ad4e392eb67d5ed2c","69b61b2c00323cea3686315617d0f452e205dae10c47e02cbe1ea96fea38f582",application/x-dosexec,exe
xpsp3res.dll,"2) t
 Microsoft Platform «SDK«
 ""SeImpersonatePrivilege""|","/img_var1.E01/vol_vol2/WINDOWS/system32/mui/0412/xpsp3res.dll","2008-04-13 22:39:49 MSD","2008-10-21 05:01:42 MSD","2008-10-21 05:01:42 MSD","2008-04-13 22:39:49 MSD",392704,Allocated,Allocated,unknown,"37241aef2672ea00839aab9118d9c5ee","d470da80ad4790d216cc5b399a03539ee0b1a20062ee66283d36fe7aa2bc9808",application/x-msdownload,dll
system.chm,"Software Development Kit («SDK«).







Note

		 Extended","/img_var1.E01/vol_vol2/WINDOWS/ServicePackFiles/i386/system.chm","2004-08-04 16:00:00 MSD","2008-10-21 05:00:12 MSD","2008-10-21 05:00:12 MSD","2008-10-21 03:28:52 MSD",462338,Allocated,Allocated,unknown,"28696f25fd0d5909f4fa325fe371dfe9","75554ce0238247ecb020f1b14ce62588f42a6863fd90cff7d8d4f73512ed9b7f","application/vnd.ms-htmlhelp",chm
A0003166.dll,"%0
A new version of the «SDK« is needed to play the requested","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003166.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:02:09 MSD","2008-10-21 01:40:21 MSD","2004-08-04 16:00:00 MSD",168448,Allocated,Allocated,unknown,"cf96b1f83c77bc4306262822b8fa828c","6e10fd7a4dde5ecc1c359b8e0f31edce93f8ec178ec71d536054caac408db766",application/x-msdownload,dll
A0003168.dll,"ShLSdK
~8Wh
iaKS
|5Sj
[K;E
h\«SdK«
WMRenderer Video Filter","/img_var1.E01/vol_vol2/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0003168.dll","2004-08-04 16:00:00 MSD","2008-10-21 05:02:09 MSD","2008-10-21 01:40:25 MSD","2004-08-04 16:00:00 MSD",4874240,Allocated,Allocated,unknown,"ad11f8b071fdc4e3e69b01713ab014fe","c591ebed153088f41e16ee43b207ea4b36f69451ab5b2ff49990ed4edcfc15e2",application/x-msdownload,dll
comres.dll,"partition for the admin «SDK«. The admin «SDK« will use the base","/img_var1.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/comres.dll","2008-04-14 04:11:51 MSD","2008-10-21 03:43:10 MSD","2008-10-21 04:55:07 MSD","2008-04-14 04:11:51 MSD",792064,Allocated,Allocated,unknown,"1280a158c722fa95a80fb7aebe78fa7d","9b6e8158e581500c5c417f6453a6414901020123d34fdbc04289750e8b072538",application/x-msdownload,dll
